ASSOCIATIONTYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMGLOBALID,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOGLOBALID,TOTERMINAL,ISCONTENTVISIBLE
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{62D6D5D9-F569-4A17-B892-30A6B892F1DF},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{02304C18-4D33-4866-ABA9-A422AEEA2834},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5E4F1BBF-8307-420E-9DCB-7FF237391ED7},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{00389731-2330-4DCA-97A0-8DCD0CD171EF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5E449CBC-C59A-4BDD-87FA-54550BBF7B74},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E5BF0F42-34B7-4E66-B597-AA5F1019A1FC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{4DE0DBEE-ED14-4CE8-A804-4A943880E233},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{21D57455-4985-4645-BDC9-7FAF5913B822},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{9BFA9D2C-76B5-4855-8FBA-4A79DDBA94EB},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1869B099-B33E-4F29-B0C9-4C30D1A019ED},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{4A1B8A93-7B45-4AE1-899F-9BBD8BCA5846},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B18D1267-1673-4CA9-87CB-E744B26DFF8F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{49B528CC-CC64-4E00-8CF9-5FABD12715A8},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6EAF1FF4-14E6-4CCC-A61F-D6529218B3D8},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{D85019EF-E646-4CA3-AC09-C32FECD289F2},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A90C560D-CEF8-4F63-B90B-19C2877A3A68},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{AC0B1940-9A50-45EE-A76A-2724A0AFA133},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{72748D45-0247-423B-AC65-A835DB45CC99},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{AC061A32-9455-4E2C-87CE-2B14DABE7D0D},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{12CF9362-ABF4-4BE3-9358-A185634CE770},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5E0B75A0-AA60-4CEE-9275-F106BCC37434},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A48D0DC0-EC08-4ABA-827C-AA15469E7557},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{6677E69B-3995-46A1-AAB2-5636094C0EE4},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0B1A2924-CA04-4B85-9E36-61D12877804D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F9E3F274-9497-4063-9242-626AD304B752},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{4258DE9F-D35B-48A1-B527-D1CEC8EED022},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F99BCED2-7B53-41EA-B0DE-8BCBE51939EB},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D0A4CFE3-7E17-48D6-A944-68A1F2FF226A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F971BCC6-FB51-40A5-B59C-43890501301F},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{81D25FF6-F1F9-4284-AB97-DD0F066828ED},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{2B01C0A1-2A21-4CF8-A3A7-B85BCB607F0C},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B8E857E2-285F-450D-8785-254F18EA31AB},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{61FA89A1-D615-462E-AF07-C2BAF98130E0},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{237C0910-B18D-4ACF-8466-28BCC1F11470},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{61DAD686-595B-4A46-B4C6-6DFC51F42A35},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{425883BB-6ACB-4ACC-9928-FC96A59074A6},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{61BB1FB4-4CEC-4591-BDC4-2AB655EED85F},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B837C619-7174-47AE-A4AF-24767D1DB63C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{61B608BC-9843-45C5-84A4-FD139DA5B054},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{82FF27DF-73B0-4D2C-9BFC-21E0B6C65BB7},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{27AD6BED-68B6-4EB2-AE72-3E0B0ED0EFF6},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{54CA69DE-8C2E-4F1D-BB4E-35BD12542557},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{279D145B-2B0A-4E2E-AE25-CA4498951496},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{EBCAEBB6-A6E2-4B4F-AAD0-E4360364C0BA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{279B2870-1792-4CCF-9642-E96BF16B8B9E},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7AB57C74-B218-4144-94A6-D84F11056344},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{EAE7B13F-805D-4E39-A794-D83401CCD143},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{45B37149-ECB8-4227-B55C-7FA6B6305774},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{6D28CE4B-2B2A-43F0-9B53-1BB37D1362E7},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0E5AC182-165D-4A55-9747-B17EF104CD0B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{6CE27482-A489-4E4E-8BCE-79049202729A},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{AF3BEA35-AEF4-4549-8781-A41ACBDCEC9C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5BBE98D6-5AD4-4BEB-8219-C0BBF916AA46},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1E0FA792-70AB-402C-9793-0DB41A8C90F8},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5B5201FC-853D-4884-A2BD-DA8CF2057FA1},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A6C8AFD4-B6E0-4A9A-BC08-B82872541E9C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F02C66A9-9C7E-455A-961F-129867E56CD7},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9C52074C-1BA9-4B43-9AF7-49A39D225EAC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F003D26E-A7FA-4DB4-B4BA-E1A64D86BC1C},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FF185E42-987B-4825-86F8-E57BE9C4B061},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F0013CDE-CC91-49F2-8F37-CAF78F502606},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5AA7709A-D104-4EA1-A4CF-4E90E29F67C0},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{752AC1A9-E6CB-4F2F-AE99-DB6DDAFF54A4},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FEB8FC25-667A-413B-9503-779C7DBF1F29},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{B68ED93B-BE72-4159-9389-F86F4DF50850},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{117D57CE-8A13-4975-8659-C5F6641F800D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F4B7D678-3BB2-46FD-8E58-0BFCE20F5E3F},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6933DF61-44B9-4A57-982E-B0295168EA14},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{E85E11E2-7954-4B7F-8702-FAB106B73F76},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{ED3F7C11-96D3-4B13-93B5-21E2A9808567},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{57F9E3E9-69AD-4AA1-801F-A3484F3EDED3},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7328E0DC-4BAF-4E22-BA75-E855BA28FA6C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{57ECA99A-5E79-4D45-83E6-93350588AE48},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{63E2082F-445E-4399-8D4A-274E87D9FC2A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{57DEEA9D-A1F7-4189-AAFD-2E02423911FA},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0C719F71-45C3-46BC-A38B-6828D58F9628},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{57921D52-F265-476B-B7AB-05D9751EF5BF},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5C34D72B-DE25-44BF-A5B1-1CED525EB7E2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{566E6C70-6D36-4FA0-98A3-4356A6801FA0},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{14898D51-0D36-44C4-A235-965E2076FF9F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{C3932E83-A794-429E-8903-EB08B2D7FED9},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{5556B896-6F46-44C3-945F-2A7DD46E931B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{BD284FC2-021E-4A55-A085-4391C50D9AF9},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{DDF5330B-8FB6-4F3B-8560-479B33480994},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{9AFF58A3-0BA8-4B3A-878A-16C2870070E0},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A8714482-3C97-411E-A5B0-091EDE891093},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{9AFB66CD-1714-47E5-8A3B-85F4F32D05F2},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0765710E-FC0F-4E02-85E1-0ADE36563666},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{E655E04C-51A9-440B-B3A5-9C062682E1DE},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D9EC2818-83D7-4471-84C4-5E60DAAD7927},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{E9DD7BE9-6360-4455-8181-21C0CF7545B8},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8AA045C1-49CC-43EA-90AF-BFEA60D12E29},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{E9DCFE71-2557-4B95-9D70-4DA8930C5340},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9878EA01-5915-4EE2-BE90-C1AB2810A730},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F0624336-AA01-43F0-80AB-A19EC05D7A79},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6D5AA0E2-F3AD-4FB8-AA55-DF7B98FC1919},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{75B5D5AA-7238-46AE-8E76-4A48F9FAAD82},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{EF9974F7-2BF7-44D8-9650-41E797BBBBB4},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5477591E-FAA3-4CCC-AF08-E7006252D1DC},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{600F28E8-94B8-467A-9A9F-F8B4A67D34CF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{E8BC4279-A301-4A04-8856-8107E5FE497C},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{3302681D-021D-400A-92EE-F2001F221C34},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{E8832E45-7693-4E0C-8A21-7C91F72A7219},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6EB9E752-9B61-4FC9-BD2E-43F15C04EBC9},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{504F92C9-31CF-44AD-A629-4CCC7A8133C2},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7E2CAED9-FA57-4EDD-85F8-6A7561A1A357},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{535EE73A-8E9D-4385-AF62-9306E734FBEB},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{8541B05C-DADD-45AE-9CFE-73BF41889F0F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5534C198-31CF-4AF4-8A26-40D27FD4BA17},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{063269B8-AB10-402A-BB6B-E05332CC21B1},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F1480B9B-5774-4059-943E-F2652E611A60},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{F16067AB-33B0-4EC6-AA21-2B2090788367},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{498B0A25-5459-4902-9331-713FB70D1100},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{57B002BC-9BE6-4E22-833A-E3D83BBF31F3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5457D193-65DB-41AC-BCDD-8AC834533EC4},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1A89C0A1-0552-4844-B232-1B94C77391FF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5BEDFC3A-5354-49FD-BA42-E46022E73D64},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{41C86C4C-4C8E-4D4E-8958-52023AB99A3F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{503A49FC-CDD6-4103-8602-F82AFD922B0F},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{088F9353-DEB4-413E-977A-3B8C1ADA8240},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{5DFD8B93-4491-40ED-95F5-0C598A87A06F},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{EB947B45-0FE0-4CA2-A104-7A4A676786EF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{4FE23BDF-599D-496A-AC97-1428AABA6CB2},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{ED936514-DB1C-4B88-92B2-9B7EDF52F874},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{925A7696-46F4-48A6-BF27-D1AEC900D63E},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{66046291-695F-4EBA-9E86-00DCD551FB7D},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{ED391165-8048-49E8-8891-8D0BD8C20AEA},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{23A33E62-1BEF-4CE2-919A-F4CC23A6B740},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{AC765FC9-5EB6-447C-B9D9-570BE622ABDE},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{CB4FEF1B-46B3-46CB-AFDD-A99D0D2D9106},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{AB58E058-C7E5-46FE-955C-335DF667F8C1},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E8D0B00C-DC8A-429C-9006-D76B1E2E08BD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{A03B7482-5208-4120-BD53-F7E32B836297},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{3C2BCD43-8813-425E-BFA5-AE2B1F2EC501},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{A180B2A6-29C9-4A02-AB3A-CE2E9312DC14},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{129DEE56-05CE-40C7-A87A-9FC3D16D1975},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{7AE0CC3A-5686-45FA-BB5E-824D409E0DC6},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D7873CA2-4329-4B01-9F86-5AE3FB972E43},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{91BD455A-02D5-4DE1-9F48-37339A4B1BDD},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{50360ED2-3C87-4F18-9102-3C5DCCFA3731},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{8EC6D6F1-05F6-46B0-89FC-307B0851322E},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{0D35B331-CD2C-41CD-A4E5-8C3D445EAD1A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{91814FAA-68C1-4199-99EF-4D0CCF123F09},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D86C97DA-D2E7-459C-BA71-2419A04EDE3C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{F6289771-9606-4BD3-9223-0F60BF97CBA8},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{864143C3-2EB6-4FC7-B35B-CCB9B167FD58},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{C29C923B-61E2-4DD5-BF50-D343355F9870},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B580F415-62B5-4CAB-89A2-F2C810FB70FA},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{C295F8C0-E37B-4232-BAA2-87ED66E8A5C5},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{749F13D8-506F-4C07-A8DE-7E2CD2BBD2E3},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{ED053669-FEDD-472B-AE00-000B70B36A53},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E8FD38E3-3A78-48FD-99C8-06C9C782D810},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{ED011CC1-D347-40F4-9720-94739D5DB422},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{CCB24E18-2D0D-45E3-85ED-9C6D5D3E9649},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{91E716F2-AC7F-4D5B-97D0-0450580E0DCC},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2E3A3489-9389-40CA-85A4-A743871A9C83},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{018A6DA4-2B53-4D41-BD63-8E5D62552822},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{01668390-231E-4DD3-B041-E4A2D2CC892A},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{856CB0D1-B001-4C1A-9485-5FE6079C5BA2},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E3265442-8D07-4F35-905B-CC02FACBF1FC},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{95832B3E-5707-481B-B53D-8732095C6377},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C2591CD5-7444-44C2-AF36-A273274C426F},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{955FEA89-631E-4ADD-8E4F-63A634547248},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{E3616C31-6147-40D7-ABFC-DA122503D843},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{B13050F3-F416-4975-A7A1-C5E49FA5FD21},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{B1DFADA7-0A63-4F30-A6D7-67E9A1C17BAE},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{981F21A7-1BF7-4BE7-9AA3-22CEB574DE41},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{31676A9E-BC68-421E-BD0C-943CF1D4919E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{ED8CE2F0-35B2-4529-B773-0F2CC7546B8B},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A56CAD5D-26D1-44E5-A267-3592163962B2},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{ED84E025-35F4-4099-AAD1-B2C085C4CBEF},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9F1BC9BC-EE9A-4A7E-AAE2-3C7CAEB391BF},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{ED835E92-D133-4E0D-B482-EB3FB59FF4BC},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{6A5EF1A0-FBE7-40E4-BA2E-9A38BFB6D81B},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{98787027-5223-4175-9CC3-FF45A97F4909},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{A0B82344-5B4C-451F-975C-446AA6D30A49},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{9867B644-FB73-4552-B95B-FFD175EB5DD7},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{13226FC3-2FD4-4224-BBCD-0CD946260AC1},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{98641936-167E-471B-95CB-193E372E09DA},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{FCAF962F-2806-4C73-9ACB-3783D8086C48},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{EFC99175-CFE1-41F8-B216-77A94FB6C49A},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{2D01975A-3B46-4AF7-A71C-DBB7B060683E},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{EFAF0CFA-4247-4EE2-8CB3-A4B41EE10957},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{935431E3-8216-4E22-86C4-C01681C91749},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{02E216D5-04E0-4767-B3A4-AA4721483DB6},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{EF3DA453-7ADB-4FB9-B567-3DD826098ABD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{0279C404-5C77-44D3-AFD1-F93136B32693},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C0EB7E95-AE91-435E-85BC-377284CFB235},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{0276F19A-56E4-4365-BBDE-573269EC43E0},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{9278B939-A0E0-474A-9C78-F1ABADA7738C},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{02767247-BA67-4AC8-AD44-966581C8D2DF},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{D483B743-1D20-4570-837E-EDA20C498BDD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{90FF8EB6-BBDB-4BFF-BEBF-785D75AAB781},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{3D75D014-698B-42A3-AA1E-4C99D684D4D9},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{8C90E65A-E037-41CA-9DCD-AAC16980EB4F},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{C4E1A3E7-2C00-42B0-87C4-53C0D17DD286},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{8F68F57F-CD8F-4113-B791-BE1E28FEF3FA},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{1CA9E6D0-8BE2-4EA9-BA99-69A4247A13DD},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{8BBF9075-D628-4895-A58D-882A3BE1D8F8},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{30981D53-7B88-4A1D-9002-93D347B7B350},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{8EE6D7C5-7906-442E-8D09-8351E087B627},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{7F43373C-0D01-4A4D-9770-D7062FFDF684},Single Terminal,
Junction Junction Connectivity,ElectricDistributionDevice,Street Light,Municipal,{8EE59332-562D-4672-9660-5C0E31BC7D70},Single Terminal,ElectricDistributionJunction,Connection Point,Low Voltage Attachment,{68EB96D9-FA9C-483A-99A8-F62979E5505C},Single Terminal,
